AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
2248,9/3/2020 10:21,54:57.1,6,36,34.286111,-117.34444,5/11/2020,No,No,,"Silverwood Lake, Cleghorn Swim Beach",CA Dept. of Water Resources 9916) 653-8743,CA Dept. of Water Resources and State Parks,No,"California Department of Water Resources conducts cyanobacteria monitoring at Silverwood Lake - Cleghorn Swim Beach from Memorial Day to Labor Day (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

9/03/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

8/21/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed. 

8/17/20: No microcystins were detected in water samples. No toxigenic cyanobacteria observed. Toxins not analyzed.

8/10/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

7/31/20: No microcystins were detected in water samples. No potential toxigenic cyanobacteria detected. Toxins not analyzed.

7/20/20: No cyanotoxins were detected in water samples. 

7/16/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

7/10/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

7/03/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed. 

6/26/20: No toxigenic cyanobacteria observed. Toxins not analyzed. 

6/9/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

6/2/20: Low abundance of toxigenic cyanobacteria. No cyanotoxins analyzed. 

5/28/20: No potentially toxigenic cyanobacteria detected in water samples. No cyanotoxins analyzed. No advisory.

5/19/20: No potentially toxigenic cyanobacteria detected in water samples. No cyanotoxins analyzed. Caution advisory remains.

4/29/2020: An increase in algal and cyanobacterial abundance has been observed at Silverwood causing the water to turn green. No cyanotoxins were detected in water samples. Caution advisory is recommended due to bloom density.",None,"Silverwood Lake, Cleghorn Swim Beach",9/1/2020,,TRUE
1977,,10:43.5,6,36,34.286651,-117.34285,5/29/2019,No,No,,"Silverwood Lake, Cleghorn Swim Beach ",,Dept of Water Resources; San Bernadino County,No,"The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact the CA DWR Public Affairs Office at (916) 653-6192.
RESULTS:
10/29/19: caution advisory removed based on water testing.
10/23/19:  water sample collected, no cyanobacteria observed, caution advisory continues
10/14/19: Advisory ugraded to warning, no swimming recommended.
10/1/19: water sample collected, microcystins 1.18 ug/L, caution advisory continues
9/24/19: water sample collected, microcystins detected, caution advisory continues
8/26/19: water sample collected, microcystins 7.7 ug/L, warning advisory
8/20/19: Caution advisory continues
8/14/19: Caution advisory continues
8/6/19: water sample collected, microcystins not detected, caution advisory
7/23/19: water sample collected, microcystins detected 2.87 ug/L; no change in advisory
7/16/19: water sample collected, microcystins detected 2.05 ug/L; danger advisory posted due to other water testing results.
7/12/19: Cyanobacteria bloom visible; water samples tested, microcystins concentration 1.38 ug/L; caution advisory recommended.",None,"Silverwood Lake, Cleghorn Swim Beach",10/29/2019,Both,TRUE
2251,6/1/2020 16:46,59:35.4,6,36,34.298056,-117.30694,5/11/2020,No,No,,"Silverwood Lake, Live Oak",CA Dept. of Water Resources (916) 653-8743,CA Dept. of Water Resources and State Parks,No,"California Department of Water Resources conducts cyanobacteria monitoring at Silverwood Lake from April to October (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

5/28/2020: Dept. of Water Resources sampling shows no cyanotoxins at other swim beaches in lake. Caution advisory removed.

5/05/2020: An increase in algal and cyanobacterial abundance has been observed at Silverwood causing the water to turn green. No cyanotoxins were detected in water samples. Caution advisory is recommended due to bloom density.",None,"Silverwood Lake, Live Oak",5/5/2020,,TRUE
2249,10/30/2020 10:23,56:36.6,6,36,34.280289,-117.32992,5/11/2020,No,No,,"Silverwood Lake, outlet",CA Dept. of Water Resources (916) 653-8743,CA Dept. of Water Resources  and State Parks,No,"California Department of Water Resources conducts cyanobacteria monitoring at Silverwood Lake Outlet from April to October (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743
10/30/2020: No potentially toxigenic cyanobacteria observed, no toxin analysis performed. No advisory. 

10/16/2020: No potentially toxigenic cyanobacteria observed, no toxin analysis performed. No advisory. 

9/18/20: No toxigenic cyanobacteris observed. Toxins not analyzed. 

9/03/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

8/21/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

8/17/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

8/10/20: No microcystins detected in water samples. No other toxigenic cyanobacteria observed. Toxins not analyzed.

7/31/20: No microcystins detected in water samples. No potential toxigenic cyanobacteria detected. Toxins not analyzed.

7/23/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

7/03/20: No toxigenic cyanobacteria observed. Toxins not analyed.

7/16/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

7/10/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

6/26/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

6/9/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

6/2/20: No potential toxigenic cyanobacteria oberseved in this sample. 

5/28/2020: Low abundances of cyanobacteria were observed in water samples. No cyanotoxins were analyzed.

5/19/20: No potentially toxigenic cyanobacteria detected in water samples. No cyanotoxins analyzed.

4/21/2020: No cyanotoxins were detected in water samples.",None,"Silverwood Lake, outlet",10/26/2020,Both,TRUE
1976,,06:17.8,6,36,34.282414,-117.33509,5/29/2019,No,No,,"Silverwood Lake, Sawpit Swim Beach",,"Dept of Water Resources, San Bernadino County",No,"The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact the CA DWR Public Affairs Office at (916) 653-6192.
RESULTS:
10/23/19:  water sample collected, no cyanobacteria observed, No Advisory
10/14/19: caution advisory continues
10/1/19: water sample collected, microcystins 1.30 ug/L, caution advisory.
9/24/19: water sample collected, microcystins detected, caution advisory.
8/26/19: water sample collected, microcystin 4.9 ug/L, warning advisory
8/20/19: Caution advisory continues
8/14/19: Caution advisory continues
8/6/19: water samples collected; microcystins detected 2.00 ug/L; caution advisory
7/30/19: water samples collected; microcystins detected 7.48 ug/L; warning advisory
7/23/19: water sample collected; microcystins detected 92.0 ug/L; danger advisory
7/16/19: water sample collected; microcystins detected 30.8 ug/L; danger advisory
7/12/19: No cyanobacteria detected; no toxin testing, no advisory.
7/1/19:  Cyanobacteria detected in low abundance; no toxin testing, no advisory.
6/25/19:  Cyanobacteria detected in low abundance; no toxin testing, no advisory.
6/18/19: No cyanobacteria detected; no toxin testing, no advisory.
6/11/19: No cyanobacteria detected; no toxin testing, no advisory.
6/4/19: no toxins detected
5/29/19: No cyanobacteria detected; no toxin testing, no advisory.",None,"Silverwood Lake, Sawpit Swim Beach",10/14/2019,Both,TRUE
2250,9/3/2020 10:22,58:14.7,6,36,34.28222,-117.335,5/11/2020,No,No,,"Silverwood Lake, Sawpit Swim Beach",CA Dept. of Water Resources (916) 653-8743,CA Dept. of Water Resources  and State Parks,No,"California Department of Water Resources conducts cyanobacteria monitoring at Silverwood Lake - Sawpit Swim Beach from Memorial Day to Labor Day (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

9/03/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

8/21/20: No toxigenic cyanobacteria observed. Toxins not analyzed. 

8/17/20: No microcystins were detected in water samples. No toxigenic cyanobacteria observed. Toxins not analyzed.

8/10/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

7/31/20: No microcystins detected in water samples. No other potential toxigenic cyanobacteria detected in water samples. Toxins not analyzed.

7/20/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

7/16/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

7/10/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

7/03/20: No toxigenic cyanobacteria observed. Toxins not analyzed. 

6/26/20: No toxigenic cyanobacteria observed. Toxins not analyzed. 

6/9/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

6/2/20: Low abundance of cyanobacteria were observed in water samples. No cyanotoxins were analyzed.

5/28/2020: Low abundances of cyanobacteria were observed in water samples. No cyanotoxins were analyzed. No advisory.

5/19/20: No potentially toxigenic cyanobacteria detected in water samples. No cyanotoxins analyzed. Caution advisory remains.

4/29/2020: An increase in algal and cyanobacterial abundance has been observed at Silverwood causing the water to turn green. No cyanotoxins were detected in water samples. Caution advisory is recommended due to bloom density.",None,"Silverwood Lake, Sawpit Swim Beach",9/1/2020,,TRUE
1464,9/2/2016 0:00,08:48.5,5,45,40.75585,-122.24727,8/9/2016,No,No,Lake,Siverthorn Area of Shasta Lake,Unknown,"USDA Service Center, Forest Service Shasta-Trinity National Forest 530-226-2500",No,"In August a cyanobacteria bloom was reported occurring in the Pit River arm of Lake Shasta.  Low concentrations of the toxin, Anatoxin-a, were found and routine monitoring was conducted by the Central Valley Regional Water Quality Control Board (Redding Office). The bloom was sampled and verified at several areas throughout Shasta Lake including Silverthorn.
For more information on this cyanobacteria bloom event, contact Clint Snyder or Bryan Smith at (530) 224-4845.",Caution,Shasta Lake - Silverthorn,9/2/2016,Analytical,TRUE
2332,7/23/2020 12:41,54:03.4,5,39,37.96106,-121.33441,7/14/2020,No,No,,Smith Canal at I-5 (544SJC534),,,No,"On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 2.49 ug/L microcystin in the water sample.  San Joaquin County Environmental Health will be posting Caution Advisory signs at this location.",Caution,Smith Canal at I-5,7/14/2020,,TRUE
1622,1/3/2018 0:00,55:05.2,5,15,35.65955,-118.43416,7/19/2017,Yes,Yes,Lake,SOUTH FORK ,Army Corps,USDA Forest Service,Yes,"UPDATE: Signs removed. Sampling concluded.

Kern County Environmental Health sampled the lake at this location. Toxin test results found microcystin at 0.83 ug/L and anatoxin-a at 0.21 ug/L. These values are above the Caution level.  Signs were posted warning visitors of the cyanobacteria.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,Lake Isabella near the South Fork Rec Campground,7/19/2017,Analytical,TRUE
2443,10/19/2020 11:38,40:08.4,1,12,40,-123.7869,9/3/2020,No,No,River,South Fork Eel River at Cooks Valley,,Humbodlt County,No,Samples were collected at this site to investigation potential HAB. Lab results detected anatoxin-a and triggers posting of Caution advisory. The Regional Water Board is coordinating the posting.,CAUTION,South Fork Eel River at Cooks Valley,10/19/2020,Both,TRUE
2444,10/19/2020 11:37,44:07.4,1,12,40.24307,-123.83101,9/3/2020,No,No,River,South Fork Eel River at Miranda,,Humbodlt County,No,Samples were collected at this site to investigation potential HAB. Lab results detected anatoxin-a and triggers posting of Caution advisory. The Regional Water Board is coordinating the posting.,CAUTION,South Fork Eel River at Miranda,10/19/2020,Both,TRUE
1523,11/6/2017 0:00,40:51.8,4,19,33.819115,-118.08389,4/11/2017,Yes,Yes,Lake,"South pond near Wardlow Rd., in El Dorado East Regional Park","Long Beach Parks, Recreation, and Marine","Long Beach Parks, Recreation, and Marine",No,"UPDATE 11/6/2017: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",Caution,"Lake near Wardlow Rd/Arbor Day Grove, in El Dorado East Regional Park",4/18/2017,"Observation, Analytical",TRUE
2095,,28:08.1,1,49,38.456755,-122.65368,9/6/2019,Yes,Yes,,Spring Lake,,Sonoma County Regional Parks,Yes,"1/8/2020: Posting removed. 

9/6/19: Sonoma County Regional Parks posted caution advisory signs at lake due to visible cyanobacteria bloom and scum. Water samples were collected for lab testing. This report will be updated with lab results once available. Children and dogs advised to avoid surface cyanobacteria materials and scum.",None,Spring Lake,9/6/2019,Observation,TRUE
